frame,detected,best_confidence,best_class_id,x1,y1,x2,y2,num_boxes
534,1,0.682021,0,235.51,260.12,279.79,298.94,1
535,1,0.693288,0,241.45,260.1,285.91,298.43,1
536,1,0.684456,0,247.4,259.37,291.39,298.57,1
537,1,0.697113,0,253.38,258.96,296.9,297.91,1
538,1,0.731131,0,260.15,258.9,302.35,297.51,1
539,1,0.715553,0,264.39,259.05,305.7,297.38,1
540,1,0.744983,0,269.01,258.41,311.97,297.35,1
541,1,0.747253,0,272.38,258.18,314.98,296.89,1
542,1,0.767108,0,277.63,257.83,318.4,296.39,1
543,1,0.766796,0,279.02,257.98,319.92,296.21,1
544,1,0.761418,0,273.04,257.06,315.4,296.16,1
545,1,0.754777,0,266.82,255.2,310.63,296.36,1
546,1,0.755374,0,261.39,255.93,304.32,295.76,1
