frame,detected,best_confidence,best_class_id,x1,y1,x2,y2,num_boxes
256,1,0.648514,0,771.78,499.28,890.66,602.37,2
257,1,0.605158,0,782.53,500.5,903.79,602.47,2
258,1,0.62674,0,795.32,498.91,914.48,602.65,2
259,1,0.475063,0,806.01,501.12,921.66,601.79,2
260,1,0.52616,0,817.78,500.42,930.96,603.05,1
261,1,0.622955,0,828.23,501.88,945.39,603.53,1
262,1,0.689617,0,842.48,498.49,964.01,604.09,1
263,1,0.639441,0,843.99,501.3,956.41,603.64,1
264,1,0.696797,0,830.03,502.86,949.47,603.42,1
265,1,0.634401,0,812.65,501.38,933.01,603.47,1
266,1,0.609251,0,803.73,504.04,920.89,604.32,1
267,1,0.521016,0,791.53,500.27,904.68,604.41,1
268,1,0.648483,0,780.64,500.19,904.53,603.77,1
269,1,0.650704,0,768.54,500.59,890.57,603.66,1
270,1,0.647358,0,757.8,499.93,877.68,603.39,1
271,1,0.615958,0,748.5,501.24,864.85,603.39,1
272,1,0.732135,0,735.51,502.38,853.23,602.86,1
273,1,0.619291,0,724.48,504.19,844.38,603.9,1
274,1,0.568691,0,718.55,500.98,833.21,602.18,1
275,1,0.437874,0,714.77,501.75,828.35,601.58,1
276,1,0.300852,0,733.18,502.7,846.11,602.99,1
277,1,0.597577,0,756.59,502.39,867.18,603.92,1
278,1,0.552323,0,774.81,501.6,887.97,602.47,1
279,1,0.643413,0,774.8,502.93,891.49,603.7,1
280,1,0.584148,0,768.49,502.97,882.94,603.24,1
281,1,0.657698,0,758.32,504.49,873.16,602.98,1
282,1,0.498717,0,752.01,503.8,864.16,604.13,1
283,1,0.596066,0,745.18,500.63,863.89,603.47,1
284,1,0.652033,0,734.88,504.14,847.05,604.4,1
285,1,0.672926,0,725.83,503.2,845.59,604.33,1
286,1,0.548659,0,719.21,502.54,832.53,602.98,1
287,1,0.484281,0,728.96,502.1,838.49,602.94,1
288,1,0.422577,0,750.47,502.7,860.37,602.95,1
289,1,0.601037,0,777.5,503.96,886.4,602.52,1
290,1,0.611299,0,793.02,499.88,912.94,603.9,1
291,1,0.710499,0,817.59,502.23,934.4,603.35,1
292,1,0.729054,0,825.69,502.51,943.61,605.43,1
293,1,0.724202,0,821.69,502.09,934.45,603.94,1
294,1,0.621362,0,815.19,503.57,922.58,603.36,1
295,1,0.304951,0,806.12,502.52,914.15,604.94,1
296,1,0.557157,0,803.33,502.37,909.45,604.86,1
297,1,0.526343,0,794.4,501.05,907.59,603.94,1
298,1,0.623499,0,784.34,498.0,905.84,604.52,1
299,1,0.634911,0,783.36,497.68,902.76,603.83,1
300,1,0.656648,0,808.32,500.72,922.62,603.65,1
301,1,0.673574,0,836.22,501.91,945.05,603.17,1
302,1,0.709532,0,857.86,502.07,969.66,602.0,1
303,1,0.671232,0,883.1,499.02,1005.82,602.71,1
304,1,0.57071,0,902.48,499.94,1012.65,603.24,1
305,1,0.684307,0,925.17,498.55,1046.06,604.86,1
306,1,0.628728,0,937.08,498.66,1047.28,602.4,1
307,1,0.687239,0,937.04,500.32,1041.76,601.7,1
308,1,0.724669,0,926.79,500.37,1034.79,601.83,1
309,1,0.613901,0,923.09,500.23,1028.43,602.54,1
310,1,0.653059,0,915.35,498.29,1021.35,601.23,1
311,1,0.717685,0,909.3,501.07,1016.21,602.15,1
312,1,0.637477,0,903.2,501.93,1009.0,602.17,1
313,1,0.728771,0,901.8,499.55,1008.19,602.54,1
314,1,0.765991,0,888.82,497.47,1007.77,603.57,1
315,1,0.714394,0,888.71,498.18,1000.83,602.89,1
316,1,0.745576,0,881.35,497.68,998.8,602.32,1
317,1,0.661038,0,877.75,500.85,980.91,602.76,1
318,1,0.716402,0,875.83,502.26,974.53,602.09,1
319,1,0.70955,0,889.84,498.88,1000.01,602.48,1
320,1,0.754217,0,919.29,497.47,1032.17,603.35,1
321,1,0.632952,0,943.28,499.29,1047.08,602.71,1
322,1,0.641825,0,964.82,499.23,1068.15,601.48,1
323,1,0.714076,0,983.24,499.17,1090.16,601.62,1
324,1,0.673685,0,1007.91,499.31,1113.3,601.51,1
325,1,0.667554,0,1028.93,497.86,1143.41,601.32,1
326,1,0.686477,0,1031.36,497.55,1140.26,601.87,1
327,1,0.572097,0,1020.46,498.35,1132.17,602.88,1
328,1,0.539229,0,1013.75,494.45,1123.52,601.51,1
329,1,0.646748,0,1013.3,494.58,1123.35,600.68,1
330,1,0.324702,0,1005.11,495.51,1109.91,599.61,1
331,1,0.620965,0,998.48,493.91,1105.64,599.28,1
332,1,0.285471,0,984.88,491.66,1096.61,598.98,1
333,1,0.600072,0,980.81,494.5,1089.26,600.18,1
334,1,0.524797,0,973.1,494.16,1087.84,600.78,1
335,1,0.523122,0,967.04,493.65,1075.46,599.92,1
336,1,0.664256,0,967.17,490.94,1078.74,600.67,1
337,1,0.265647,0,952.12,492.85,1061.2,594.71,1
338,0,,,,,,,0
339,1,0.405032,0,935.34,492.23,1049.79,596.26,1
340,1,0.39606,0,926.76,493.57,1037.33,594.86,1
341,1,0.548762,0,923.99,491.11,1037.7,593.62,1
342,1,0.651796,0,919.94,490.83,1033.03,593.67,1
343,1,0.438299,0,908.05,492.6,1015.22,593.55,1
344,1,0.333294,0,899.83,492.28,1011.38,591.86,1
345,1,0.571117,0,895.44,489.5,1007.95,591.91,1
346,1,0.473134,0,892.82,494.41,994.21,594.86,1
347,1,0.651514,0,878.37,490.68,992.4,593.56,1
348,1,0.547999,0,874.04,490.94,987.12,592.57,1
349,1,0.487988,0,897.65,492.28,1003.03,593.04,1
350,1,0.488694,0,923.84,491.06,1032.32,592.77,1
351,0,,,,,,,0
352,1,0.714965,0,968.12,489.81,1084.3,596.64,1
353,1,0.406855,0,989.94,494.86,1093.87,595.7,1
354,0,,,,,,,0
355,1,0.299015,0,991.55,493.58,1097.16,593.97,1
356,1,0.331594,0,985.58,492.03,1089.8,595.65,1
357,1,0.394644,0,979.06,490.51,1084.22,592.06,1
358,1,0.301274,0,961.6,488.01,1079.12,598.34,1
359,1,0.493658,0,956.63,490.11,1066.82,596.52,1
360,0,,,,,,,0
361,1,0.514885,0,938.58,490.13,1053.99,594.6,1
362,1,0.352736,0,950.67,490.02,1060.7,591.56,1
363,1,0.637922,0,977.63,487.39,1097.34,593.68,1
364,1,0.368565,0,996.8,490.14,1111.84,592.41,1
365,0,,,,,,,0
366,1,0.396896,0,1039.85,492.58,1145.73,592.13,1
367,0,,,,,,,0
368,1,0.279693,0,1057.52,489.1,1163.3,593.79,1
369,0,,,,,,,0
370,1,0.664119,0,1036.78,488.62,1152.04,593.56,1
371,1,0.622828,0,1026.81,491.57,1134.9,592.3,1
372,1,0.651452,0,1017.57,487.26,1131.04,591.93,1
373,1,0.355012,0,1005.52,491.67,1110.67,591.29,1
374,1,0.287654,0,996.34,488.22,1102.71,590.35,1
375,1,0.434479,0,993.37,488.76,1102.86,589.68,1
376,0,,,,,,,0
377,1,0.299626,0,1038.77,492.01,1144.07,591.25,1
378,1,0.574144,0,1054.7,487.0,1171.76,592.74,1
379,1,0.362944,0,1046.34,492.23,1156.19,590.97,1
380,1,0.433529,0,1040.1,489.77,1146.62,591.37,1
381,1,0.562275,0,1025.63,491.19,1135.79,592.24,1
382,1,0.264847,0,1019.49,492.32,1123.51,591.18,1
383,0,,,,,,,0
384,1,0.55423,0,994.36,488.75,1106.37,591.84,1
385,1,0.415693,0,977.14,491.95,1086.57,593.07,1
386,1,0.54304,0,972.1,489.85,1080.94,591.75,1
387,1,0.432998,0,951.59,489.98,1064.3,592.92,1
388,1,0.25244,0,947.33,492.33,1050.93,591.65,1
389,1,0.642521,0,928.3,490.78,1041.49,592.78,1
390,1,0.252212,0,924.58,491.58,1027.73,592.06,1
391,1,0.41609,0,910.44,493.02,1014.03,591.39,1
392,1,0.616322,0,896.42,488.82,1013.09,592.25,1
393,1,0.665497,0,882.8,487.16,1002.33,592.32,1
394,1,0.463339,0,870.64,490.81,981.53,592.29,1
395,1,0.544034,0,857.29,488.31,975.37,591.54,1
396,1,0.427316,0,851.12,492.81,951.55,590.89,1
397,1,0.736292,0,831.64,487.03,948.93,593.23,1
398,1,0.33163,0,816.41,488.56,928.63,593.81,1
399,1,0.573895,0,805.09,491.37,917.03,592.5,1
400,1,0.649095,0,796.24,489.92,911.27,592.33,1
401,1,0.657949,0,784.65,490.52,902.7,593.28,1
402,1,0.639876,0,776.33,490.43,890.27,592.44,1
403,1,0.667918,0,773.53,495.09,872.1,591.59,1
404,1,0.645841,0,791.63,492.83,896.08,592.43,1
405,1,0.308386,0,804.78,491.39,912.75,591.33,1
406,1,0.345441,0,793.33,490.76,907.6,594.01,1
407,1,0.717592,0,786.28,488.98,907.22,593.33,1
408,1,0.406574,0,778.19,492.44,883.07,592.55,1
409,1,0.517944,0,762.04,492.8,868.43,592.52,1
410,1,0.56864,0,753.35,493.08,860.19,592.77,1
411,1,0.660911,0,738.84,488.95,858.53,593.0,1
412,1,0.310346,0,720.48,489.49,837.83,594.36,1
413,1,0.351383,0,710.81,494.09,819.61,593.43,1
414,1,0.423461,0,719.38,492.7,831.16,594.13,1
415,1,0.716206,0,742.75,491.69,864.67,595.36,1
416,1,0.607003,0,766.35,491.46,875.88,595.38,1
417,1,0.369705,0,783.31,493.21,892.69,596.61,1
418,0,,,,,,,0
419,1,0.371306,0,800.18,493.02,910.05,597.42,1
420,1,0.709055,0,789.06,491.78,906.37,597.0,1
421,1,0.62166,0,778.38,492.06,887.89,597.25,1
422,1,0.508215,0,768.62,493.81,870.67,598.05,1
423,1,0.545056,0,752.79,494.12,860.57,597.94,1
424,1,0.733491,0,738.26,490.8,859.18,600.56,1
425,1,0.481318,0,731.37,496.4,833.07,598.07,1
426,1,0.360279,0,717.4,495.6,821.87,598.73,1
427,1,0.486559,0,703.75,494.23,815.31,598.77,1
428,1,0.269422,0,689.86,495.46,796.55,598.24,1
429,1,0.463834,0,681.17,498.11,782.26,598.43,1
430,1,0.37004,0,663.06,498.07,769.81,598.52,1
431,1,0.524755,0,648.88,495.81,764.89,599.93,1
432,0,,,,,,,0
433,1,0.444133,0,625.77,497.44,728.92,597.9,1
434,0,,,,,,,0
435,0,,,,,,,0
436,0,,,,,,,0
437,0,,,,,,,0
438,0,,,,,,,0
439,1,0.269817,0,632.39,496.42,736.04,594.07,1
440,1,0.650383,0,652.11,494.13,762.28,596.77,1
441,0,,,,,,,0
442,1,0.322412,0,677.25,495.84,779.75,596.44,1
443,0,,,,,,,0
444,1,0.597401,0,671.12,494.1,783.62,594.26,1
445,1,0.27529,0,657.93,496.18,763.19,592.89,1
446,1,0.705676,0,645.1,492.94,762.03,592.11,1
447,1,0.579882,0,629.59,491.73,748.1,591.18,1
448,1,0.43133,0,609.01,492.45,730.02,590.6,1
449,0,,,,,,,0
450,0,,,,,,,0
451,0,,,,,,,0
452,0,,,,,,,0
453,0,,,,,,,0
454,1,0.483743,0,600.44,490.98,714.4,584.72,1
455,1,0.281332,0,621.25,489.18,728.77,585.84,1
456,0,,,,,,,0
457,1,0.56308,0,619.46,486.55,728.46,582.31,1
458,1,0.4294,0,610.17,484.81,719.57,585.92,1
459,1,0.588924,0,594.58,481.26,708.03,583.38,1
460,0,,,,,,,0
461,0,,,,,,,0
462,1,0.459317,0,557.31,484.43,667.11,579.53,1
463,0,,,,,,,0
464,0,,,,,,,0
465,0,,,,,,,0
466,0,,,,,,,0
467,0,,,,,,,0
468,0,,,,,,,0
469,0,,,,,,,0
470,0,,,,,,,0
471,0,,,,,,,0
472,0,,,,,,,0
473,0,,,,,,,0
474,0,,,,,,,0
475,0,,,,,,,0
476,0,,,,,,,0
477,0,,,,,,,0
478,0,,,,,,,0
479,0,,,,,,,0
480,0,,,,,,,0
481,0,,,,,,,0
482,0,,,,,,,0
483,0,,,,,,,0
484,1,0.387128,0,1773.86,0.0,1911.21,86.08,1
485,1,0.40422,0,1773.63,0.0,1911.19,86.11,1
486,1,0.395576,0,1773.93,0.0,1911.09,86.02,1
487,1,0.383741,0,1774.02,0.0,1911.24,86.08,1
488,1,0.444982,0,615.25,469.94,724.25,564.43,2
489,1,0.386489,0,1774.64,0.0,1911.28,85.8,1
490,1,0.382786,0,1774.54,0.0,1911.32,86.15,1
491,1,0.383877,0,1774.66,0.0,1911.11,85.71,2
492,1,0.650955,0,667.54,465.92,784.85,566.39,2
493,1,0.352987,0,1773.56,0.0,1911.28,86.11,1
494,1,0.328269,0,1774.22,0.0,1911.26,85.74,2
495,1,0.346306,0,678.71,469.99,791.53,565.56,2
496,1,0.326923,0,1774.15,0.0,1911.26,85.76,2
497,1,0.500594,0,643.47,466.61,758.58,569.54,2
498,1,0.328486,0,1774.31,0.0,1911.3,85.92,1
499,1,0.420917,0,620.0,466.84,735.34,568.68,2
500,1,0.352508,0,1774.56,0.0,1911.26,86.06,1
501,1,0.409907,0,644.55,469.02,754.79,569.85,2
502,1,0.316421,0,1774.85,0.0,1911.38,85.77,2
503,1,0.422035,0,680.01,469.21,790.62,566.47,2
504,1,0.522542,0,687.02,471.53,797.73,568.48,2
505,1,0.530925,0,706.68,470.53,818.29,568.4,2
506,1,0.516841,0,716.29,470.68,824.66,567.24,2
507,1,0.309335,0,1774.86,0.0,1911.49,86.02,1
508,1,0.696382,0,740.56,465.42,860.93,570.69,2
509,1,0.347888,0,758.1,470.71,860.57,566.19,1
510,1,0.519793,0,764.67,470.47,871.58,569.15,1
511,0,,,,,,,0
512,1,0.575673,0,790.42,467.47,905.46,570.77,1
513,1,0.538665,0,804.21,468.01,915.89,567.74,1
514,1,0.48082,0,819.32,469.87,918.6,569.1,1
515,1,0.536868,0,809.28,471.52,917.57,568.76,1
516,1,0.472401,0,801.05,468.06,910.99,567.31,1
517,1,0.482637,0,780.89,469.13,890.62,567.29,1
518,1,0.628024,0,762.37,465.86,879.73,568.28,1
519,1,0.264452,0,748.45,465.07,860.21,568.48,1
520,1,0.622718,0,732.98,466.34,851.32,566.22,1
521,0,,,,,,,0
522,1,0.456169,0,745.64,465.57,853.02,567.67,1
